,name,qtype,refer,Al,Ti,Li,Ge,Sr
4027,Dabaoshan V1,porphyry,Mao et al. 2017,101.949,34.75,0.157,1.66,0.349
4028,Dabaoshan V1,porphyry,Mao et al. 2017,84.0864,25.31,0.104,1.219,0.277
4029,Dabaoshan V1,porphyry,Mao et al. 2017,91.22279999999999,25.35,0.3,1.55,0.124
4030,Dabaoshan V1,porphyry,Mao et al. 2017,117.534,54.95,0.099,0.988,0.265
4031,Dabaoshan V1,porphyry,Mao et al. 2017,73.58699999999999,27.39,0.14,0.91,0.0225
4034,Dabaoshan V1,porphyry,Mao et al. 2017,108.88,54.07,0.191,1.47,0.381
4035,Dabaoshan V1,porphyry,Mao et al. 2017,91.95,61.93,0.55,1.64,0.077
4036,Dabaoshan V1,porphyry,Mao et al. 2017,119.51,78.97,0.222,1.63,0.139
4037,Dabaoshan V1,porphyry,Mao et al. 2017,126.11,38.14,0.356,1.32,0.08
4038,Dabaoshan V1,porphyry,Mao et al. 2017,155.63,40.71,0.128,1.33,0.096
4039,Dabaoshan V1,porphyry,Mao et al. 2017,144.66,57.34,0.389,1.23,0.131
4040,Dabaoshan V1,porphyry,Mao et al. 2017,80.26,54.19,0.289,1.48,0.126
4041,Dabaoshan V1,porphyry,Mao et al. 2017,66.23,42.25,0.182,1.14,0.0409
4042,Dabaoshan V1,porphyry,Mao et al. 2017,79.82,51.45,0.157,1.24,0.096
4043,Dabaoshan V1,porphyry,Mao et al. 2017,170.18,38.79,0.21,2.92,0.034
4044,Dabaoshan V1,porphyry,Mao et al. 2017,89.2,41.19,0.63,1.46,0.201
4045,Dabaoshan V1,porphyry,Mao et al. 2017,129.34,40.47,0.267,2.18,0.503
4046,Dabaoshan V1,porphyry,Mao et al. 2017,80.95,30.94,0.125,1.18,0.0872
4047,Dabaoshan V1,porphyry,Mao et al. 2017,113.69,66.22,0.409,1.064,0.0268
4048,Dabaoshan V1,porphyry,Mao et al. 2017,79.3,52.39,0.237,1.56,0.0719
4049,Dabaoshan V1,porphyry,Mao et al. 2017,91.06,55.44,0.126,1.17,0.0268
4050,Dabaoshan V1,porphyry,Mao et al. 2017,120.13,62.65,0.79,1.05,0.0257
4051,Dabaoshan V1,porphyry,Mao et al. 2017,96.89,67.81,0.181,0.9,0.0425
4053,Dabaoshan V1,porphyry,Mao et al. 2017,112.09,57.28,0.19,1.26,0.0336
4054,Dabaoshan V1,porphyry,Mao et al. 2017,66.14,38.97,0.251,1.32,0.02
4057,Dabaoshan V1,porphyry,Mao et al. 2017,89.36,49.05,0.137,1.25,0.128
4058,Dabaoshan V1,porphyry,Mao et al. 2017,57.22,47.28,0.151,1.09,0.091
4103,Penglai-Xixia,orogenic,Feng 2020,1157.7,3.5,24.7,4.53,6.69
4104,Penglai-Xixia,orogenic,Feng 2020,728.2,2.3,10.3,4.28,6.85
4105,Penglai-Xixia,orogenic,Feng 2020,408.2,1.0,9.6,1.95,8.69
4106,Penglai-Xixia,orogenic,Feng 2020,961.9,3.1,10.7,3.33,3.81
4107,Penglai-Xixia,orogenic,Feng 2020,895.9,2.3,2.9,4.17,8.14
4108,Penglai-Xixia,orogenic,Feng 2020,504.0,1.4,2.4,2.28,4.23
4109,Penglai-Xixia,orogenic,Feng 2020,735.2,3.1,8.8,3.27,7.18
4110,Penglai-Xixia,orogenic,Feng 2020,269.2,0.7,2.8,1.83,3.69
4111,Penglai-Xixia,orogenic,Feng 2020,135.1,0.7,4.5,1.93,0.26
4112,Penglai-Xixia,orogenic,Feng 2020,631.1,1.9,30.9,2.1,0.36
4113,Penglai-Xixia,orogenic,Feng 2020,836.9,2.0,43.8,5.41,0.04
4114,Penglai-Xixia,orogenic,Feng 2020,192.8,0.9,8.9,3.38,0.09
4115,Penglai-Xixia,orogenic,Feng 2020,333.9,0.6,17.6,1.73,0.03
4116,Penglai-Xixia,orogenic,Feng 2020,92.3,0.5,4.1,2.58,0.02
4117,Penglai-Xixia,orogenic,Feng 2020,102.5,0.5,3.6,2.43,0.04
4118,Penglai-Xixia,orogenic,Feng 2020,103.4,0.6,3.5,2.31,0.07
4119,Penglai-Xixia,orogenic,Feng 2020,475.7,2.0,22.7,5.71,0.16
4120,Penglai-Xixia,orogenic,Feng 2020,106.6,0.8,4.3,2.01,0.14
4121,Penglai-Xixia,orogenic,Feng 2020,806.0,3.7,40.9,4.84,0.08
4122,Penglai-Xixia,orogenic,Feng 2020,106.8,0.2,5.3,1.54,0.03
4123,Penglai-Xixia,orogenic,Feng 2020,131.0,0.2,8.9,2.5,0.36
4124,Penglai-Xixia,orogenic,Feng 2020,130.4,0.5,9.0,3.76,0.1
4126,Penglai-Xixia,orogenic,Feng 2020,56.4,0.5,3.4,1.7,0.08
4127,Penglai-Xixia,orogenic,Feng 2020,20.0,0.1,0.8,0.37,0.02
4128,Penglai-Xixia,orogenic,Feng 2020,119.4,0.7,8.4,2.54,0.02
4129,Penglai-Xixia,orogenic,Feng 2020,299.0,1.4,18.2,3.37,0.12
4130,Penglai-Xixia,orogenic,Feng 2020,27.0,0.4,1.1,1.42,0.21
4131,Penglai-Xixia,orogenic,Feng 2020,116.9,0.2,8.8,0.86,0.02
4133,Penglai-Xixia,orogenic,Feng 2020,510.8,0.9,30.0,3.31,0.03
4134,Penglai-Xixia,orogenic,Feng 2020,81.7,0.3,3.0,1.26,0.08
4135,Penglai-Xixia,orogenic,Feng 2020,387.7,1.5,15.6,2.2,0.38
4136,Penglai-Xixia,orogenic,Feng 2020,365.8,1.1,13.8,4.07,0.21
4137,Penglai-Xixia,orogenic,Feng 2020,224.9,0.6,12.6,3.06,0.02
4138,Penglai-Xixia,orogenic,Feng 2020,42.7,0.4,1.8,1.74,0.02
4139,Penglai-Xixia,orogenic,Feng 2020,115.8,0.4,4.6,1.55,0.15
4140,Penglai-Xixia,orogenic,Feng 2020,662.9,1.2,40.7,5.47,0.37
4141,Penglai-Xixia,orogenic,Feng 2020,738.7,1.8,50.9,4.77,0.52
4142,Penglai-Xixia,orogenic,Feng 2020,646.0,1.5,42.8,4.11,0.12
4143,Penglai-Xixia,orogenic,Feng 2020,680.8,1.4,35.3,4.48,0.62
4147,Penglai-Xixia,orogenic,Feng 2020,11.2,0.1,0.1,1.34,0.02
4148,Penglai-Xixia,orogenic,Feng 2020,1223.8,3.5,71.2,5.9,0.05
4150,Penglai-Xixia,orogenic,Feng 2020,33.4,0.2,1.2,1.12,0.12
4153,Penglai-Xixia,orogenic,Feng 2020,446.9,1.5,27.5,3.47,0.14
4155,Penglai-Xixia,orogenic,Feng 2020,663.9,1.7,39.5,4.38,0.06
4156,Penglai-Xixia,orogenic,Feng 2020,1029.0,2.8,65.6,5.54,0.05
4157,Penglai-Xixia,orogenic,Feng 2020,802.8,1.8,45.6,3.9,0.2
4159,Penglai-Xixia,orogenic,Feng 2020,588.6,0.9,34.3,6.34,0.11
4161,Penglai-Xixia,orogenic,Feng 2020,35.3,0.1,0.9,1.6,0.08
4162,Penglai-Xixia,orogenic,Feng 2020,1904.6,0.6,67.6,1.3,0.14
4163,Penglai-Xixia,orogenic,Feng 2020,1912.1,0.8,63.7,1.24,0.03
4164,Penglai-Xixia,orogenic,Feng 2020,1393.0,0.5,55.5,2.02,0.02
4165,Penglai-Xixia,orogenic,Feng 2020,1979.1,1.3,65.5,1.1,0.06
4166,Penglai-Xixia,orogenic,Feng 2020,1990.3,0.9,67.3,1.59,0.04
4167,Penglai-Xixia,orogenic,Feng 2020,1978.9,0.8,68.0,1.45,0.33
4168,Penglai-Xixia,orogenic,Feng 2020,2389.8,1.2,105.9,3.32,0.1
4738,Dabaoshan V2,porphyry,Mao et al. 2017,58.46680000000001,15.71,0.272,1.88,0.085
4739,Dabaoshan V2,porphyry,Mao et al. 2017,47.5076,14.1,0.18,1.82,0.0262
4740,Dabaoshan V2,porphyry,Mao et al. 2017,59.1052,10.33,0.23,2.02,0.298
4741,Dabaoshan V2,porphyry,Mao et al. 2017,43.092,16.25,0.15,1.94,0.211
4742,Dabaoshan V2,porphyry,Mao et al. 2017,49.1834,18.41,0.125,1.38,0.157
4743,Dabaoshan V2,porphyry,Mao et al. 2017,62.03120000000001,33.04,0.167,1.64,0.235
4744,Dabaoshan V2,porphyry,Mao et al. 2017,55.4477,22.95,0.154,1.7,0.088
4745,Dabaoshan V2,porphyry,Mao et al. 2017,108.3551,15.35,0.39,1.61,0.109
4746,Dabaoshan V2,porphyry,Mao et al. 2017,51.5109,16.35,0.29,1.24,0.055
4747,Dabaoshan V2,porphyry,Mao et al. 2017,60.79430000000001,20.48,0.175,1.88,0.115
4748,Dabaoshan V2,porphyry,Mao et al. 2017,82.3403,22.97,0.139,1.53,0.0203
4749,Dabaoshan V2,porphyry,Mao et al. 2017,79.5074,16.16,0.722,1.44,0.078
4750,Dabaoshan V2,porphyry,Mao et al. 2017,80.465,16.61,0.413,1.54,0.242
4751,Dabaoshan V2,porphyry,Mao et al. 2017,85.0269,11.82,0.31,1.7,0.215
4752,Dabaoshan V2,porphyry,Mao et al. 2017,57.057,15.17,0.17,1.11,1.083
4753,Dabaoshan V2,porphyry,Mao et al. 2017,65.9547,15.36,0.379,1.36,0.058
4754,Dabaoshan V2,porphyry,Mao et al. 2017,118.5429,14.68,0.44,1.82,0.08
4756,Dabaoshan V2,porphyry,Mao et al. 2017,79.2528,22.55,0.546,1.79,0.303
4757,Dabaoshan V2,porphyry,Mao et al. 2017,88.29299999999999,15.93,1.09,2.67,0.099
4758,Dabaoshan V2,porphyry,Mao et al. 2017,69.0042,12.11,0.406,2.22,0.403
4759,Dabaoshan V2,porphyry,Mao et al. 2017,72.46979999999999,18.73,0.678,2.49,2.156
4760,Dabaoshan V2,porphyry,Mao et al. 2017,78.64859999999999,19.78,0.614,2.17,1.585
4761,Dabaoshan V2,porphyry,Mao et al. 2017,82.13699999999999,24.79,1.56,1.9,0.369
4762,Dabaoshan V2,porphyry,Mao et al. 2017,84.41699999999999,26.73,2.0,1.82,0.397
4763,Dabaoshan V2,porphyry,Mao et al. 2017,73.55279999999999,22.88,0.731,1.341,0.276
4764,Dabaoshan V2,porphyry,Mao et al. 2017,68.01239999999999,25.84,0.904,1.87,0.315
4765,Dabaoshan V2,porphyry,Mao et al. 2017,74.41919999999999,21.94,0.874,1.9,0.191
4766,Dabaoshan V2,porphyry,Mao et al. 2017,76.9386,26.81,0.867,1.74,0.228
4767,Dabaoshan V2,porphyry,Mao et al. 2017,101.0268,24.18,0.737,1.606,0.344
4768,Dabaoshan V2,porphyry,Mao et al. 2017,81.8976,27.37,0.705,1.63,0.359
4769,Dabaoshan V2,porphyry,Mao et al. 2017,60.87599999999999,17.48,0.99,2.53,0.111
4770,Dabaoshan V2,porphyry,Mao et al. 2017,135.5232,15.53,1.08,2.59,0.262
4771,Dabaoshan V2,porphyry,Mao et al. 2017,93.1152,20.13,0.554,1.92,0.23
4772,Dabaoshan V2,porphyry,Mao et al. 2017,79.4922,23.32,0.49,1.42,0.384
4773,Dabaoshan V2,porphyry,Mao et al. 2017,83.6304,22.19,0.878,1.27,0.138
4774,Dabaoshan V2,porphyry,Mao et al. 2017,64.2276,24.66,0.354,1.73,0.434
4775,Dabaoshan V2,porphyry,Mao et al. 2017,68.0808,22.78,0.615,2.57,0.479
4777,Dabaoshan V2,porphyry,Mao et al. 2017,85.02,35.41,0.152,1.31,0.093
4778,Dabaoshan V2,porphyry,Mao et al. 2017,99.8,64.41,0.342,1.03,0.0318
4779,Dabaoshan V2,porphyry,Mao et al. 2017,89.22,57.95,0.142,0.7,0.151
4780,Dabaoshan V2,porphyry,Mao et al. 2017,95.0,39.6,0.362,1.15,0.0533
4781,Dabaoshan V2,porphyry,Mao et al. 2017,75.46,38.63,0.092,1.27,0.0154
4783,Dabaoshan V2,porphyry,Mao et al. 2017,95.09,43.76,0.128,1.43,0.082
4784,Dabaoshan V2,porphyry,Mao et al. 2017,73.11,38.49,0.35,0.8,0.0077
4785,Dabaoshan V2,porphyry,Mao et al. 2017,79.09,41.98,0.43,1.54,0.0277
4786,Dabaoshan V2,porphyry,Mao et al. 2017,40.5251,15.67,0.418,1.36,0.0752
4787,Dabaoshan V2,porphyry,Mao et al. 2017,55.84670000000001,16.28,0.675,1.24,0.12
4788,Dabaoshan V2,porphyry,Mao et al. 2017,36.3622,18.17,0.44,1.29,0.115
4789,Dabaoshan V2,porphyry,Mao et al. 2017,41.762,15.2,0.208,1.96,0.265
4790,Dabaoshan V2,porphyry,Mao et al. 2017,43.2915,14.73,0.392,0.76,0.0579
4791,Dabaoshan V2,porphyry,Mao et al. 2017,47.44110000000001,14.71,0.8,1.87,0.123
4792,Dabaoshan V2,porphyry,Mao et al. 2017,56.7245,24.83,0.227,1.29,0.124
4793,Dabaoshan V2,porphyry,Mao et al. 2017,68.5216,19.23,0.9,1.25,0.2
4794,Dabaoshan V2,porphyry,Mao et al. 2017,85.4392,17.44,0.626,1.97,0.167
4795,Dabaoshan V2,porphyry,Mao et al. 2017,69.0536,14.19,0.53,1.04,0.535
4796,Dabaoshan V2,porphyry,Mao et al. 2017,60.7411,11.37,0.215,1.78,0.152
4797,Dabaoshan V2,porphyry,Mao et al. 2017,54.19750000000001,11.73,0.385,1.33,0.273
4798,Dabaoshan V2,porphyry,Mao et al. 2017,49.71540000000001,24.59,0.514,2.8,0.086
4799,Dabaoshan V2,porphyry,Mao et al. 2017,56.52500000000001,12.45,0.379,1.85,0.091
4800,Dabaoshan V2,porphyry,Mao et al. 2017,77.1932,26.54,0.31,3.24,0.197
4802,Dabaoshan V2,porphyry,Mao et al. 2017,57.419,16.86,0.483,1.22,0.935
4803,Dabaoshan V2,porphyry,Mao et al. 2017,69.33160000000001,18.02,0.67,1.76,0.993
4804,Dabaoshan V2,porphyry,Mao et al. 2017,50.4912,14.66,0.84,1.86,0.277
4805,Dabaoshan V2,porphyry,Mao et al. 2017,51.0138,18.43,0.615,2.21,0.359
4806,Dabaoshan V2,porphyry,Mao et al. 2017,88.44000000000001,19.25,1.93,1.94,0.265
4807,Dabaoshan V2,porphyry,Mao et al. 2017,90.852,15.82,0.49,2.02,1.03
4808,Dabaoshan V2,porphyry,Mao et al. 2017,79.91760000000001,18.08,1.51,1.57,1.31
4809,Dabaoshan V2,porphyry,Mao et al. 2017,40.4278,14.62,0.419,2.14,0.063
4810,Dabaoshan V2,porphyry,Mao et al. 2017,60.95660000000001,11.93,1.49,3.3,0.37
4812,Dabaoshan V2,porphyry,Mao et al. 2017,111.7158,32.02,0.634,0.99,2.27
4813,Dabaoshan V2,porphyry,Mao et al. 2017,60.1258,14.84,0.82,2.33,0.07
4814,Dabaoshan V2,porphyry,Mao et al. 2017,52.93,13.62,1.17,1.54,0.0395
4815,Dabaoshan V2,porphyry,Mao et al. 2017,56.9902,14.99,0.709,2.19,0.308
4816,Dabaoshan V2,porphyry,Mao et al. 2017,114.7174,17.94,2.67,2.13,0.438
4817,Dabaoshan V2,porphyry,Mao et al. 2017,48.0926,11.27,1.2,2.44,0.342
4818,Dabaoshan V2,porphyry,Mao et al. 2017,64.68180000000001,16.16,0.3,2.24,0.557
4819,Dabaoshan V2,porphyry,Mao et al. 2017,46.1094,18.72,0.701,1.39,0.179
4820,Dabaoshan V2,porphyry,Mao et al. 2017,149.5574,16.39,3.52,2.58,0.613
4821,Dabaoshan V2,porphyry,Mao et al. 2017,65.31160000000001,12.66,0.463,2.72,0.684
4823,Dabaoshan V3,porphyry,Mao et al. 2017,113.5872,12.25,1.39,1.7,0.057
4824,Dabaoshan V3,porphyry,Mao et al. 2017,48.8784,7.17,1.255,1.32,0.093
4825,Dabaoshan V3,porphyry,Mao et al. 2017,79.6416,7.28,1.375,1.7,0.0364
4826,Dabaoshan V3,porphyry,Mao et al. 2017,85.4964,8.53,1.367,2.47,0.0975
4827,Dabaoshan V3,porphyry,Mao et al. 2017,76.22460000000001,4.39,1.13,2.08,0.632
4828,Dabaoshan V3,porphyry,Mao et al. 2017,81.1614,2.42,1.36,2.68,0.0213
4829,Dabaoshan V3,porphyry,Mao et al. 2017,218.8614,4.6,1.88,5.32,0.0137
4830,Dabaoshan V3,porphyry,Mao et al. 2017,64.6161,8.65,1.68,2.17,0.0199
4831,Dabaoshan V3,porphyry,Mao et al. 2017,89.62920000000001,9.89,3.52,1.42,0.0415
4833,Dabaoshan V3,porphyry,Mao et al. 2017,130.806,8.32,3.14,1.46,0.0318
4834,Dabaoshan V3,porphyry,Mao et al. 2017,43.0344,5.92,1.42,1.52,0.044
4835,Dabaoshan V3,porphyry,Mao et al. 2017,88.08120000000001,5.45,2.25,1.54,0.089
4836,Dabaoshan V3,porphyry,Mao et al. 2017,81.3087,4.13,1.53,2.26,0.312
4837,Dabaoshan V3,porphyry,Mao et al. 2017,70.1244,8.44,1.18,2.28,0.0448
4841,Dabaoshan V3,porphyry,Mao et al. 2017,78.1611,7.46,2.66,1.75,0.0307
4842,Dabaoshan V3,porphyry,Mao et al. 2017,90.13230000000001,6.88,3.09,2.27,0.0437
4843,Dabaoshan V3,porphyry,Mao et al. 2017,58.04819999999999,6.19,2.18,2.03,0.0224
4844,Dabaoshan V3,porphyry,Mao et al. 2017,92.0856,7.75,4.71,1.58,0.01
4845,Dabaoshan V3,porphyry,Mao et al. 2017,36.1386,4.62,1.475,1.98,0.0164
4846,Dabaoshan V3,porphyry,Mao et al. 2017,68.04419999999999,5.49,2.43,1.396,0.0157
4848,Dabaoshan V3,porphyry,Mao et al. 2017,90.3822,8.78,0.78,1.62,0.061
4849,Dabaoshan V3,porphyry,Mao et al. 2017,132.7734,4.16,1.54,3.27,0.034
4850,Dabaoshan V3,porphyry,Mao et al. 2017,172.584,3.31,2.79,4.55,0.0292
4851,Dabaoshan V3,porphyry,Mao et al. 2017,193.7128,5.79,1.649,3.03,0.0292
4852,Dabaoshan V3,porphyry,Mao et al. 2017,300.9728,4.58,1.901,2.91,0.0534
4853,Dabaoshan V3,porphyry,Mao et al. 2017,80.4264,4.17,1.864,1.544,0.0551
4854,Dabaoshan V3,porphyry,Mao et al. 2017,104.3956,8.8,2.41,2.41,0.0433
4855,Dabaoshan V3,porphyry,Mao et al. 2017,92.256,8.37,1.12,1.88,0.086
4856,Dabaoshan V3,porphyry,Mao et al. 2017,50.6416,6.57,0.66,2.32,0.16
4857,Dabaoshan V3,porphyry,Mao et al. 2017,225.5188,10.9,2.49,2.08,0.204
4858,Dabaoshan V3,porphyry,Mao et al. 2017,60.574,5.06,1.29,1.79,0.061
4859,Dabaoshan V3,porphyry,Mao et al. 2017,119.336,8.23,1.65,2.52,0.0461
4860,Dabaoshan V3,porphyry,Mao et al. 2017,49.1536,5.12,0.466,2.78,0.059
4861,Dabaoshan V3,porphyry,Mao et al. 2017,55.8992,6.45,1.228,2.11,0.0167
4862,Dabaoshan V3,porphyry,Mao et al. 2017,302.684,9.48,1.014,1.67,0.0455
4863,Dabaoshan V3,porphyry,Mao et al. 2017,184.3136,8.54,1.54,1.87,0.0237
4864,Dabaoshan V3,porphyry,Mao et al. 2017,173.662,8.07,2.41,2.86,0.066
4865,Dabaoshan V3,porphyry,Mao et al. 2017,247.1196,8.39,0.997,3.02,0.04
4866,Dabaoshan V3,porphyry,Mao et al. 2017,126.6908,5.16,0.642,3.62,0.056
4868,Dabaoshan V3,porphyry,Mao et al. 2017,155.6055,2.13,6.67,1.48,0.1
4869,Dabaoshan V3,porphyry,Mao et al. 2017,189.32346,4.07,9.09,1.33,0.0152
4870,Dabaoshan V3,porphyry,Mao et al. 2017,151.19496,3.29,6.66,1.21,0.025
4871,Dabaoshan V3,porphyry,Mao et al. 2017,248.30928,3.3,13.36,1.79,0.0064
4872,Dabaoshan V3,porphyry,Mao et al. 2017,160.04352,4.6,7.07,1.63,0.0624
4873,Dabaoshan V3,porphyry,Mao et al. 2017,179.82912,2.51,3.78,2.48,0.287
4874,Dabaoshan V3,porphyry,Mao et al. 2017,77.98824,2.33,2.87,1.23,0.0513
4875,Dabaoshan V3,porphyry,Mao et al. 2017,122.31348,2.35,4.05,1.92,0.017
4876,Dabaoshan V3,porphyry,Mao et al. 2017,93.69306,3.0,3.19,1.53,0.035
4877,Dabaoshan V3,porphyry,Mao et al. 2017,114.99006,2.26,5.02,1.43,0.0065
4878,Dabaoshan V3,porphyry,Mao et al. 2017,144.6135,2.5,5.14,2.52,0.0373
4879,Dabaoshan V3,porphyry,Mao et al. 2017,128.99112,1.54,6.1,2.23,0.006
4880,Dabaoshan V3,porphyry,Mao et al. 2017,145.46538,2.13,7.08,1.24,0.0037
4882,Dabaoshan V3,porphyry,Mao et al. 2017,187.66092,3.36,8.62,1.55,0.127
4883,Dabaoshan V3,porphyry,Mao et al. 2017,143.7891,2.34,3.02,3.71,0.249
4884,Dabaoshan V3,porphyry,Mao et al. 2017,94.61364,3.28,3.74,1.64,0.0327
4885,Dabaoshan V3,porphyry,Mao et al. 2017,156.88332,3.14,3.67,1.28,0.0436
4886,Dabaoshan V3,porphyry,Mao et al. 2017,99.43638000000001,2.5,2.52,1.52,0.0552
4887,Dabaoshan V3,porphyry,Mao et al. 2017,59.1213,1.69,1.91,2.37,0.0106
4888,Dabaoshan V3,porphyry,Mao et al. 2017,113.4063,2.41,2.69,3.89,0.067
4890,Dabaoshan V3,porphyry,Mao et al. 2017,110.5299,1.81,3.99,3.11,0.016
4891,Dabaoshan V3,porphyry,Mao et al. 2017,76.6758,4.39,1.1,2.35,0.144
4892,Dabaoshan V3,porphyry,Mao et al. 2017,68.4696,4.5,1.54,2.51,0.0326
4895,Dabaoshan V3,porphyry,Mao et al. 2017,109.3737,3.62,2.65,2.15,0.0073
4896,Dabaoshan V3,porphyry,Mao et al. 2017,62.07960000000001,6.12,0.844,2.0,0.0496
4897,Dabaoshan V3,porphyry,Mao et al. 2017,109.296,7.09,2.77,2.51,0.0368
4898,Dabaoshan V3,porphyry,Mao et al. 2017,180.7476,7.95,3.79,1.77,0.0542
4899,Dabaoshan V3,porphyry,Mao et al. 2017,137.5968,6.74,4.96,1.73,0.0444
4900,Dabaoshan V3,porphyry,Mao et al. 2017,104.016,5.53,1.37,2.15,0.0567
4901,Dabaoshan V3,porphyry,Mao et al. 2017,112.6488,8.76,2.96,2.18,0.017
4902,Dabaoshan V3,porphyry,Mao et al. 2017,151.7868,8.76,2.334,2.08,0.0573
4903,Dabaoshan V3,porphyry,Mao et al. 2017,127.71,4.65,1.033,2.77,0.19
4904,Dabaoshan V3,porphyry,Mao et al. 2017,193.8156,6.11,1.29,2.6,0.358
4905,Dabaoshan V3,porphyry,Mao et al. 2017,117.1104,5.07,1.213,2.27,0.101
4906,Dabaoshan V3,porphyry,Mao et al. 2017,58.30440000000001,6.32,1.006,1.628,0.0238
4907,Dabaoshan V3,porphyry,Mao et al. 2017,259.38,9.73,1.231,5.64,0.168
4908,Dabaoshan V3,porphyry,Mao et al. 2017,191.1492,6.2,0.911,1.94,0.288
4909,Dabaoshan V3,porphyry,Mao et al. 2017,75.108,7.37,2.0,1.34,0.024
4910,Dabaoshan V3,porphyry,Mao et al. 2017,67.79520000000001,5.16,1.583,1.424,0.0306
4911,Dabaoshan V3,porphyry,Mao et al. 2017,86.61840000000001,5.46,1.621,1.843,0.0419
4912,Dabaoshan V3,porphyry,Mao et al. 2017,76.6392,4.83,1.365,2.01,0.016
4913,Dabaoshan V3,porphyry,Mao et al. 2017,108.2928,6.18,1.445,2.56,0.0561
4914,Dabaoshan V3,porphyry,Mao et al. 2017,105.9828,4.98,1.131,2.13,0.0206
4915,Dabaoshan V3,porphyry,Mao et al. 2017,66.18480000000001,5.11,1.056,1.78,0.0093
4999,Krupka greisen,greisen,Peterková and Dolejš 2019,237.0,7.27,16.8,1.47,0.83
5000,Krupka greisen,greisen,Peterková and Dolejš 2019,787.0,4.75,31.1,2.2,0.179
5003,Krupka greisen,greisen,Peterková and Dolejš 2019,283.0,8.28,29.7,2.15,0.041
5004,Krupka greisen,greisen,Peterková and Dolejš 2019,313.0,8.32,23.3,1.91,0.297
5005,Krupka greisen,greisen,Peterková and Dolejš 2019,271.0,8.18,14.1,1.5,0.1
5007,Krupka greisen,greisen,Peterková and Dolejš 2019,175.0,7.16,10.6,1.91,0.047
5010,Krupka greisen,greisen,Peterková and Dolejš 2019,562.0,10.115,9.38,2.19,0.061
5016,Krupka greisen,greisen,Peterková and Dolejš 2019,187.0,5.390000000000001,12.3,1.86,0.019
5022,Krupka greisen,greisen,Peterková and Dolejš 2019,131.0,6.56,5.88,1.46,0.024
5023,Krupka greisen,greisen,Peterková and Dolejš 2019,351.0,6.865,18.4,1.6,0.072
5025,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,1333.0,26.6,79.3,3.04,0.15
5028,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,1199.0,19.3,109.0,2.83,0.209
5030,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,1252.0,20.85,114.0,2.69,0.146
5034,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,1458.0,18.25,70.4,2.49,0.132
5039,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,465.0,13.7,47.7,2.43,0.024
5041,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,431.0,14.7,17.2,2.36,0.097
5048,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,1455.0,18.55,93.3,2.2,0.061
5052,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,215.0,21.15,18.7,2.04,0.031
5055,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,397.0,41.5,47.0,1.99,0.028
5064,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,332.0,46.0,11.9,1.78,0.031
5066,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,107.0,13.5,7.04,1.77,0.049
5068,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,281.0,30.5,42.0,1.73,0.015
5075,Krupka pegmatite,pegmatite,Peterková and Dolejš 2019,344.0,37.55,35.5,1.31,0.032
5090,Cerro de Pasco,epithermal,Rottier 2016,1941.0,3.0,4.2,9.0,0.16
5091,Cerro de Pasco,epithermal,Rottier 2016,1672.0,5.9,1.6,8.7,0.12
5096,Cerro de Pasco,epithermal,Rottier 2016,2098.0,6.3,3.9,7.7,0.01
5100,Cerro de Pasco,epithermal,Rottier 2016,1575.0,2.7,1.9,7.5,0.18
5103,Cerro de Pasco,epithermal,Rottier 2016,1575.0,2.3,1.9,7.0,0.07
5106,Cerro de Pasco,epithermal,Rottier 2016,1385.0,2.0,4.3,6.7,0.02
5107,Cerro de Pasco,epithermal,Rottier 2016,967.0,1.9,4.7,6.7,0.01
5109,Cerro de Pasco,epithermal,Rottier 2016,1280.0,2.1,8.5,6.5,0.35
5113,Cerro de Pasco,epithermal,Rottier 2016,910.0,1.6,1.0,6.0,0.02
5115,Cerro de Pasco,epithermal,Rottier 2016,1577.0,4.2,3.2,5.7,0.11
5118,Cerro de Pasco,epithermal,Rottier 2016,1407.0,2.9,2.5,5.6,0.2
5123,Cerro de Pasco,epithermal,Rottier 2016,1347.0,3.2,0.71,5.3,0.02
5127,Cerro de Pasco,epithermal,Rottier 2016,1678.0,5.3,2.4,4.9,0.02
5129,Cerro de Pasco,epithermal,Rottier 2016,1167.0,1.8,1.1,4.7,0.05
5133,Cerro de Pasco,epithermal,Rottier 2016,975.0,3.2,1.1,4.4,0.03
5135,Cerro de Pasco,epithermal,Rottier 2016,719.0,1.6,3.0,4.2,0.01
5136,Cerro de Pasco,epithermal,Rottier 2016,588.0,1.5,6.1,4.1,0.01
5140,Cerro de Pasco,epithermal,Rottier 2016,833.0,1.7,1.3,3.8,0.05
5146,Cerro de Pasco,epithermal,Rottier 2016,1570.0,4.7,2.1,3.7,0.02
